goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.8,0,NHL,11,STL,620,20,3,0,0,33,0,0,2,0,5,0,0,0,0,0,1975-76,0,3.19,0,[],0
2.5,0,NHL,29,STL,1589,21,16,0,0,108,0,0,1,0,10,0,0,0,0,0,1976-77,0,4.08,0,[],0
1.6,0,NHL,17,STL,886,22,10,0,0,57,0,0,2,0,1,0,0,0,0,0,1977-78,0,3.86,0,[],0
5.1,0,NHL,39,STL,2291,23,25,0,1,146,0,0,3,0,9,1,0,0,0,0,1978-79,0,3.82,2,[],0
1.7,0,NHL,22,STL,1108,24,11,0,0,80,0,0,3,0,2,0,0,0,0,0,1979-80,0,4.33,2,[],0
2.1,0,NHL,19,STL,1010,25,3,0,2,72,0,0,3,0,10,2,0,0,0,0,1980-81,0,4.28,0,[],0
7.2,0,NHL,45,WIN,2643,26,19,0,5,174,0,0,6,1,20,5,0,0,0,0,1981-82,0,3.95,4,[],0
1.3,0,NHL,17,WIN,827,27,8,0,1,65,0,0,0,1,4,1,0,0,0,0,1982-83,0,4.72,0,[],0
2.4,0,NHL,19,TOT,1081,28,9,113,1,82,0,-9.13,1,0,6,1,0,0,0,.858,1983-84,576,4.55,2,[],494
-0.3,0,NHL,1,WIN,40,28,0,0,1,8,0,0,0,0,0,1,0,0,0,.600,1983-84,20,12.00,0,[],12
2.7,0,NHL,18,HAR,1041,28,9,105,0,74,0,-3.66,1,0,6,0,0,0,0,.867,1983-84,556,4.27,2,[],482
0.1,0,NHL,1,HAR,20,29,0,0,0,1,0,0,0,0,0,0,0,0,0,.900,1984-85,10,3.00,0,[],9
