assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Kamloops Jr. Oilers,0,1983-84,6,2,2,15,0,WHL
1,Kamloops Jr. Oilers,0,1983-84,3,1,0,15,0,M-Cup
15,Kamloops Blazers,3,1984-85,15,18,15,16,0,WHL
22,Kamloops Blazers,9,1985-86,16,31,16,17,0,WHL
6,Kamloops Blazers,3,1985-86,5,9,6,17,0,M-Cup
16,Kamloops Blazers,7,1986-87,13,23,18,18,0,WHL
16,Kamloops Blazers,10,1987-88,16,26,33,19,0,WHL
3,Cape Breton Oilers,0,1990-91,4,3,23,22,0,AHL
2,Cape Breton Oilers,2,1991-92,3,4,0,23,0,AHL
0,Cleveland Lumberjacks,1,1994-95,3,1,4,26,0,IHL
11,Las Vegas Thunder,5,1995-96,15,16,24,27,0,IHL
4,Houston Aeros,0,1997-98,4,4,0,29,0,IHL
8,Houston Aeros,4,1998-99,19,12,24,30,0,IHL
2,Utah Grizzlies,0,2001-02,5,2,2,33,0,AHL
0,Utah Grizzlies,1,2002-03,2,1,14,34,-2,AHL
2,Chicago Wolves,1,2003-04,10,3,29,35,4,AHL
1,TPS Turku,0,2005-06,2,1,2,37,0,Finland
