average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,20,1,6,1,24,2,0,0,0,1977-78,BOS,2,1,[],8.3,,14
,24,0,0,NHL,21,11,14,-1,57,9,2,0,2,1978-79,BOS,11,13,[],19.3,,44
,38,2,1,NHL,22,25,42,23,68,8,1,0,3,1979-80,BOS,10,28,[],14.7,,57
,52,5,3,NHL,23,26,62,4,107,18,3,0,2,1980-81,BOS,24,28,[],22.4,,77
,31,0,1,NHL,24,15,41,-53,97,10,1,0,4,1981-82,CLR,12,19,[],12.4,,70
,39,1,1,NHL,25,16,60,-9,85,13,3,1,5,1982-83,TOT,17,22,[],20.0,,62
,0,0,0,NHL,25,0,2,-1,2,0,0,0,0,1982-83,NJD,0,0,[],0.0,,4
,39,1,1,NHL,25,16,58,-8,83,13,3,1,5,1982-83,DET,17,22,[],20.5,,58
,21,1,2,NHL,26,12,50,-4,75,7,0,0,0,1983-84,DET,9,12,"[{'link': '/awards/voting-1984.html#selke', 'name': 'Selke-21'}]",12.0,,52
,32,0,3,NHL,27,15,56,12,69,13,0,1,0,1984-85,DET,16,16,"[{'link': '/awards/voting-1985.html#selke', 'name': 'Selke-11'}]",23.2,,50
,18,0,1,NHL,28,12,52,-18,49,4,1,0,0,1985-86,TOT,6,12,[],12.2,,68
,18,0,1,NHL,28,12,48,-13,41,4,1,0,0,1985-86,DET,6,12,[],14.6,,55
,0,0,0,NHL,28,0,4,-5,8,0,0,0,0,1985-86,BOS,0,0,[],0.0,,13
,16,0,1,NHL,29,11,37,1,23,3,0,1,0,1986-87,BOS,4,12,[],17.4,,47
