age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
26,,20.0,2,2,1,NHL,3,0,1982-83,0,10,2,,0,2,,WIN,4
28,,21.1,4,2,4,NHL,8,0,1984-85,1,19,4,,0,2,,WIN,6
29,,0.0,0,0,0,NHL,1,0,1985-86,0,1,0,,0,0,,WIN,0
30,,5.6,1,2,-1,NHL,10,0,1986-87,0,18,1,,0,0,,WIN,3
31,,0.0,0,0,0,NHL,1,0,1987-88,0,1,0,,0,2,,WIN,0
33,,13.0,1,5,1,NHL,12,0,1989-90,0,23,3,,2,18,,STL,8
34,,0.0,0,0,0,NHL,7,0,1990-91,0,3,0,,0,28,,STL,0
35,,0.0,0,1,3,NHL,6,0,1991-92,0,6,0,,0,0,,STL,1
36,,0.0,0,0,-7,NHL,11,0,1992-93,0,14,0,,0,12,,STL,0
37,,0.0,0,0,-1,NHL,4,0,1993-94,0,1,0,,0,0,,MTL,0
