assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,U.S. National Team Development Program,17,2006-07,42,31,37,17,0,U-17
8,U.S. National Team Development Program,6,2006-07,14,14,4,17,0,NAHL
2,United States,1,2006-07,7,3,2,17,1,WJ18-A
5,U.S. National Team Development Program,2,2007-08,18,7,6,18,0,U-18
8,U.S. National Team Development Program,2,2007-08,19,10,6,18,6,NAHL
11,Lincoln Stars,4,2007-08,21,15,18,18,9,USHL
5,Boston College Eagles,8,2008-09,36,13,22,19,0,H-East
0,United States,2,2008-09,6,2,2,19,1,WJC-A
22,Boston College Eagles,13,2009-10,42,35,14,20,0,H-East
12,Boston College Eagles,21,2010-11,39,33,24,21,0,H-East
0,Rockford IceHogs,0,2010-11,7,0,2,21,0,AHL
16,Rockford IceHogs,7,2011-12,33,23,11,22,-3,AHL
20,Rockford IceHogs,25,2012-13,67,45,23,23,0,AHL
1,USA,0,2013-14,8,1,2,24,-2,WC
4,Rockford IceHogs,4,2013-14,13,8,2,24,-5,AHL
