assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
37,5,30,22,,5.3,-0.3,23,,16,RW,5.0,21,DET,/players/w/webstto01.html,0,40,7,-47,Tom Webster,16.4,1971,67,0,78,183
34,2,21,38,,3.5,0.6,15,,11,C,4.1,21,DET,/players/d/delveal01.html,2,6,6,-18,Alex Delvecchio,12.3,1971,55,0,77,171
29,3,23,42,,4.0,0.9,15,,7,RW,4.9,22,DET,/players/h/howego01.html,0,38,7,-2,Gordie Howe,11.8,1971,52,1,63,195
25,0,8,32,,2.3,2.0,7,,6,D,4.3,19,DET,/players/b/bergmga01.html,0,149,0,-28,Gary Bergman,4.8,1971,33,1,68,168
18,2,14,33,,2.6,0.7,7,,5,LW,3.2,12,DET,/players/m/mahovfr01.html,1,30,6,3,Frank Mahovlich,13.5,1971,32,1,35,104
13,1,16,25,,0.7,0.0,14,,2,LW,0.7,11,DET,/players/l/libetni01.html,0,25,2,-38,Nick Libett,10.3,1971,29,0,78,156
14,1,13,23,,1.4,-0.2,13,,5,C,1.1,9,DET,/players/u/ungerga01.html,0,63,0,-32,Garry Unger,8.3,1971,27,0,51,157
16,0,6,29,,0.5,0.4,6,,3,RW,0.9,13,DET,/players/m/macgrbr01.html,0,18,0,-11,Bruce MacGregor,8.8,1971,22,0,47,68
13,2,8,31,,0.4,0.1,7,,7,RW,0.5,6,DET,/players/c/connewa01.html,0,12,1,-23,Wayne Connelly,7.0,1971,21,0,51,115
16,0,5,27,,0.8,0.5,4,,4,RW,1.3,11,DET,/players/c/collibi01.html,1,10,1,-1,Bill Collins,4.8,1971,21,0,36,105
12,1,5,31,,0.9,0.2,4,,7,C,1.1,5,DET,/players/b/berenre01.html,0,4,1,-7,Red Berenson,9.8,1971,17,0,24,51
8,1,8,23,,0.3,0.6,5,,0,RW,0.9,7,DET,/players/l/leclere01.html,1,43,3,-3,Rene Leclerc,14.3,1971,16,0,44,56
8,1,6,23,,0.9,0.3,4,,1,RW,1.2,7,DET,/players/r/redmomi01.html,0,7,2,-2,Mickey Redmond,8.8,1971,14,0,21,68
10,0,4,23,,0.4,-0.1,3,,2,LW,0.4,8,DET,/players/e/eccleti01.html,0,13,1,-15,Tim Ecclestone,6.5,1971,14,0,27,62
11,0,3,22,,-0.9,0.7,3,,0,C,-0.2,11,DET,/players/l/lucedo01.html,0,18,0,-6,Don Luce,4.2,1971,14,0,58,71
4,1,8,22,,0.8,0.4,6,,0,LW,1.1,4,DET,/players/c/charrgu01.html,0,4,2,0,Guy Charron,14.5,1971,12,0,24,55
8,0,4,22,,1.0,0.4,2,,5,D,1.3,3,DET,/players/r/robitmi01.html,0,22,2,-14,Mike Robitaille,10.8,1971,12,0,23,37
9,0,3,30,,0.4,1.6,3,,1,D,2.1,7,DET,/players/r/rolfeda01.html,1,48,0,-13,Dale Rolfe,3.3,1971,12,0,44,90
8,0,2,28,,0.2,0.5,0,,2,D,0.7,6,DET,/players/h/harriro01.html,0,65,1,-29,Ron Harris,2.4,1971,10,1,42,84
3,0,6,37,,-0.5,0.5,5,,0,C,0.1,3,DET,/players/d/deabi01.html,0,2,1,-5,Billy Dea,20.0,1971,9,0,42,30
7,1,2,23,,-0.3,3.4,1,,0,D,3.1,7,DET,/players/h/hartge01.html,0,148,1,-3,Gerry Hart,3.2,1971,9,0,64,62
