assists,team,goals,year,games_played,points,pim,age,plus_minus,league
8,Sparta CKD Praha Jr.,6,1977-78,35,14,20,20,0,Czech-Jr.
3,Czechoslovakia,1,1977-78,6,4,0,20,0,WJC-A
8,Sparta CKD Praha,7,1978-79,39,15,18,21,0,Czech
7,Sparta CKD Praha,7,1979-80,44,14,24,22,0,Czech
20,Sparta CKD Praha,14,1980-81,42,34,54,23,0,Czech
27,Dukla Trencin,11,1981-82,44,38,36,24,0,Czech
0,Czechoslovakia,1,1981-82,9,1,4,24,0,WEC-A
24,Dukla Trencin,40,1982-83,36,64,0,25,0,Czech-2
0,Czechoslovakia,1,1982-83,9,1,4,25,0,WEC-A
33,Sparta CKD Praha,16,1983-84,44,49,28,26,0,Czech
6,Czechoslovakia,4,1983-84,7,10,10,26,0,Olympics
1,Czechoslovakia,0,1984-85,5,1,4,27,0,Can-Cup
19,Sparta CKD Praha,18,1984-85,44,37,30,27,0,Czech
2,Czechoslovakia,2,1984-85,10,4,4,27,0,WEC-A
19,Sparta CKD Praha,26,1985-86,34,45,30,28,0,Czech
5,Czechoslovakia,7,1985-86,10,12,14,28,0,WEC-A
18,Sparta CKD Praha,18,1986-87,31,36,50,29,0,Czech
3,Czechoslovakia,3,1986-87,10,6,6,29,0,WEC-A
2,Czechoslovakia,1,1987-88,6,3,0,30,0,Can-Cup
15,Sparta CKD Praha,7,1987-88,22,22,30,30,0,Czech
5,Czechoslovakia,2,1987-88,8,7,4,30,0,Olympics
0,Calgary Flames,1,1989-90,3,1,0,32,0,Fr-Tour
5,Czechoslovakia,1,1989-90,9,6,8,32,0,WEC-A
