playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.333,NYR,0,19,4,2,0,,1986-87,NHL,24,48,6,.558,43
0,.000,NYR,0,2,4,0,0,,1988-89,NHL,0,0,4,.000,2
