playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.429,COL,0,22,4,3,8,,2013-14,NHL,52,112,7,.683,82
0,0,COL,0,31,0,0,12,,2014-15,NHL,39,90,0,.549,82
0,0,COL,0,39,0,0,4,,2015-16,NHL,39,82,0,.500,82
