playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,NSH,7,47,0,0,0,,1998-99,NHL,28,63,,.384,82
0,0,NSH,7,40,0,0,7,,1999-00,NHL,28,70,,.427,82
0,0,NSH,9,36,0,0,3,,2000-01,NHL,34,80,,.488,82
0,0,NSH,13,41,0,0,0,,2001-02,NHL,28,69,,.421,82
0,0,NSH,13,35,0,0,7,,2002-03,NHL,27,74,,.451,82
0,.333,NSH,11,29,4,2,4,,2003-04,NHL,38,91,6,.555,82
0,.200,NSH,0,25,4,1,8,,2005-06,NHL,49,106,5,.646,82
0,.200,NSH,0,23,4,1,8,,2006-07,NHL,51,110,5,.671,82
0,.333,NSH,0,32,4,2,9,,2007-08,NHL,41,91,6,.555,82
0,0,NSH,0,34,0,0,8,,2008-09,NHL,40,88,,.537,82
0,.333,NSH,0,29,4,2,6,,2009-10,NHL,47,100,6,.610,82
0,.500,NSH,0,27,6,6,11,,2010-11,NHL,44,99,12,.604,82
0,.500,NSH,0,26,5,5,8,,2011-12,NHL,48,104,10,.634,82
0,0,NSH,0,23,0,0,9,,2012-13,NHL,16,41,,.427,48
0,0,NSH,0,32,0,0,12,,2013-14,NHL,38,88,,.537,82
0,.500,WSH,0,26,7,7,11,,2014-15,NHL,45,101,14,.616,82
0,.500,WSH,0,18,6,6,8,,2015-16,NHL,56,120,12,.732,82
0,.538,WSH,0,19,6,7,8,,2016-17,NHL,55,118,13,.720,82
0,0,WSH,0,0,0,0,0,,2017-18,NHL,0,0,0,0,0
