playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.333,BUF,8,27,4,2,0,,1989-90,NHL,45,98,6,.613,80
0,.333,BUF,19,30,4,2,0,,1990-91,NHL,31,81,6,.506,80
0,0,BUF,4,15,0,0,0,,1991-92,NHL,9,22,,.393,28
0,0,FLA,9,15,0,0,3,,2003-04,NHL,13,38,,.475,40
