playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.333,SJS,0,18,4,2,11,,2008-09,NHL,53,117,6,.713,82
0,.533,SJS,0,20,7,8,11,,2009-10,NHL,51,113,15,.689,82
0,.500,SJS,0,25,9,9,9,,2010-11,NHL,48,105,18,.640,82
0,.200,SJS,0,29,4,1,10,,2011-12,NHL,43,96,5,.585,82
0,.636,SJS,0,16,4,7,7,,2012-13,NHL,25,57,11,.594,48
0,.429,SJS,0,22,4,3,9,,2013-14,NHL,51,111,7,.677,82
0,0,SJS,0,33,0,0,9,,2014-15,NHL,40,89,0,.543,82
0,0,EDM,0,43,0,0,8,,2015-16,NHL,31,70,0,.427,82
0,.538,EDM,0,26,6,7,9,,2016-17,NHL,47,103,13,.628,82
0,0,EDM,0,0,0,0,0,,2017-18,NHL,0,0,0,0,0
