playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.333,STL,15,33,4,2,0,,1986-87,NHL,32,79,6,.494,80
0,.500,STL,8,38,5,5,0,,1987-88,NHL,34,76,10,.475,80
0,0,OTT,4,24,0,0,0,,1995-96,NHL,10,24,,.316,38
0,.429,OTT,15,36,4,3,0,,1996-97,NHL,31,77,7,.470,82
0,.455,OTT,15,33,6,5,0,,1997-98,NHL,34,83,11,.506,82
0,.000,OTT,15,23,4,0,0,,1998-99,NHL,44,103,4,.628,82
0,.333,OTT,11,28,4,2,2,,1999-00,NHL,41,95,6,.579,82
0,.000,OTT,9,21,4,0,4,,2000-01,NHL,48,109,4,.665,82
0,.583,OTT,9,26,5,7,7,,2001-02,NHL,38,92,12,.575,80
0,.611,OTT,8,21,7,11,1,,2002-03,NHL,52,113,18,.689,82
0,.429,OTT,10,23,4,3,6,,2003-04,NHL,43,102,7,.622,82
0,0,FLA,0,34,0,0,11,,2005-06,NHL,37,85,,.518,82
0,0,FLA,0,31,0,0,16,,2006-07,NHL,35,86,,.524,82
0,0,FLA,0,35,0,0,9,,2007-08,NHL,38,85,,.518,82
0,.474,MTL,0,33,10,9,10,,2009-10,NHL,39,88,19,.537,82
0,.429,MTL,0,30,4,3,8,,2010-11,NHL,44,96,7,.585,82
0,0,MTL,0,12,0,0,7,,2011-12,NHL,13,33,,.516,32
