playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.667,MTL,9,18,7,14,0,Prince of Wales Conference Champions,1988-89,NHL,53,115,21,.719,80
0,.455,MTL,11,28,6,5,0,,1989-90,NHL,41,93,11,.581,80
0,.538,MTL,11,30,6,7,0,,1990-91,NHL,39,89,13,.556,80
0,.364,MTL,11,28,7,4,0,,1991-92,NHL,41,93,11,.581,80
0,.524,TOR,11,29,10,11,0,,1992-93,NHL,44,99,21,.589,84
0,.500,TOR,12,29,9,9,0,,1993-94,NHL,43,98,18,.583,84
0,.429,TOR,8,19,4,3,0,,1994-95,NHL,21,50,7,.521,48
0,0,TOR,10,30,0,0,0,,1995-96,NHL,25,60,,.462,65
0,.333,BOS,13,30,4,2,0,,1997-98,NHL,39,91,6,.555,82
0,.500,BOS,13,30,6,6,0,,1998-99,NHL,39,91,12,.555,82
0,0,BOS,19,33,0,0,6,,1999-00,NHL,24,73,,.445,82
0,0,BOS,1,4,0,0,0,,2000-01,NHL,3,7,,.438,8
0,.667,NJD,10,20,8,16,6,Stanley Cup Champions,2002-03,NHL,46,108,24,.659,82
0,.200,NJD,12,25,4,1,2,,2003-04,NHL,43,100,5,.610,82
