playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.429,CBH,15,28,4,3,0,,1952-53,NHL,27,69,7,.493,70
0,0,CBH,7,51,0,0,0,,1953-54,NHL,12,31,,.221,70
0,.000,DET,5,12,4,0,0,,1957-58,NHL,16,37,4,.561,33
0,0,DET,8,37,0,0,0,,1958-59,NHL,25,58,,.414,70
0,.333,DET,15,29,4,2,0,,1959-60,NHL,26,67,6,.479,70
0,.545,DET,16,29,5,6,0,,1960-61,NHL,25,66,11,.471,70
0,0,DET,14,33,0,0,0,,1961-62,NHL,23,60,,.429,70
0,.500,DET,13,25,7,7,0,,1962-63,NHL,32,77,14,.550,70
0,.455,DET,11,29,6,5,0,,1963-64,NHL,30,71,11,.507,70
0,.429,DET,7,23,4,3,0,,1964-65,NHL,40,87,7,.621,70
0,.500,DET,12,27,6,6,0,,1965-66,NHL,31,74,12,.529,70
0,0,DET,4,39,0,0,0,,1966-67,NHL,27,58,,.414,70
0,0,DET,12,35,0,0,0,,1967-68,NHL,27,66,,.446,74
0,.000,DET,15,21,4,0,0,,1969-70,NHL,38,91,4,.615,74
0,0,STL,1,6,0,0,0,,1971-72,NHL,3,7,,.350,10
0,0,KCS,0,3,0,0,0,,1975-76,NHL,0,0,,.000,3
