playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.167,MFS,0,9,4,1,0,,1972-73,WHA,10,20,6,.526,19
0,.545,MFS,2,32,5,6,0,,1973-74,WHA,42,86,11,.566,76
0,.500,MFS,3,32,6,6,0,,1974-75,WHA,42,87,12,.565,77
0,0,MFS,4,25,0,0,0,,1975-76,WHA,30,64,,.542,59
0,.588,NEW,1,6,7,10,0,,1975-76,WHA,5,11,17,.458,12
0,.200,NEW,6,40,4,1,0,,1976-77,WHA,35,76,5,.469,81
0,.571,NEW,5,31,6,8,0,,1977-78,WHA,44,93,14,.581,80
0,.333,VAN,13,42,2,1,0,,1978-79,NHL,25,63,3,.394,80
0,.250,VAN,16,37,3,1,0,,1979-80,NHL,27,70,4,.438,80
0,.000,VAN,20,32,3,0,0,,1980-81,NHL,28,76,3,.475,80
0,0,VAN,16,33,0,0,0,,1981-82,NHL,26,68,,.453,75
0,.250,VAN,4,13,3,1,0,,1983-84,NHL,15,34,4,.531,32
0,0,VAN,7,32,0,0,0,,1984-85,NHL,21,49,,.408,60
0,0,DET,4,23,0,0,0,,1985-86,NHL,8,20,,.286,35
