playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,VAN,10,19,0,0,0,,1976-77,NHL,16,42,,.467,45
0,0,VAN,17,43,0,0,0,,1977-78,NHL,20,57,,.356,80
