playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,PIT,8,37,0,0,5,,2001-02,NHL,28,69,,.442,78
0,0,PIT,6,44,0,0,5,,2002-03,NHL,27,65,,.396,82
