playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.556,NJD,0,14,4,5,4,,2005-06,NHL,32,68,9,.680,50
0,.455,NJD,0,0,6,5,1,,2006-07,NHL,2,5,11,.833,3
