playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,ATL,0,41,0,0,6,,2008-09,NHL,35,76,,.463,82
0,0,ATL,0,34,0,0,13,,2009-10,NHL,35,83,,.506,82
