playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.600,MTL,0,10,6,9,0,,1983-84,NHL,7,14,15,.412,17
0,.500,MTL,12,27,6,6,0,,1984-85,NHL,41,94,12,.588,80
0,.550,NJD,12,25,9,11,0,,1993-94,NHL,47,106,20,.631,84
0,.800,NJD,8,18,4,16,0,Stanley Cup Champions,1994-95,NHL,22,52,20,.542,48
0,0,NJD,12,33,0,0,0,,1995-96,NHL,37,86,,.524,82
0,.500,NJD,14,23,5,5,0,,1996-97,NHL,45,104,10,.634,82
0,.333,NJD,11,23,4,2,0,,1997-98,NHL,48,107,6,.652,82
0,0,MIN,13,39,0,0,5,,2000-01,NHL,25,68,,.415,82
0,0,MIN,12,35,0,0,9,,2001-02,NHL,26,73,,.445,82
0,.444,MIN,10,29,10,8,1,,2002-03,NHL,42,95,18,.579,82
0,0,MIN,20,29,0,0,3,,2003-04,NHL,30,83,,.506,82
0,0,MIN,0,36,0,0,8,,2005-06,NHL,38,84,,.512,82
0,.200,MIN,0,26,4,1,8,,2006-07,NHL,48,104,5,.634,82
0,.333,MIN,0,28,4,2,10,,2007-08,NHL,44,98,6,.598,82
0,0,MIN,0,33,0,0,9,,2008-09,NHL,40,89,,.543,82
0,.200,NJD,0,27,4,1,7,,2009-10,NHL,48,103,5,.628,82
0,0,NJD,0,17,0,0,3,,2010-11,NHL,29,61,,.622,49
