playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,BUF,7,42,0,0,0,,1995-96,NHL,33,73,,.445,82
0,.417,BUF,12,30,7,5,0,,1996-97,NHL,40,92,12,.561,82
0,.200,NYI,0,30,4,1,12,,2006-07,NHL,40,92,5,.561,82
0,0,NYI,0,38,0,0,9,,2007-08,NHL,34,77,,.475,81
0,0,BUF,0,36,0,0,9,,2013-14,NHL,17,43,,.347,62
0,0,BUF,0,51,0,0,8,,2014-15,NHL,23,54,0,.329,82
