playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,NJD,0,36,0,0,8,,2015-16,NHL,38,84,0,.512,82
0,0,NJD,0,40,0,0,14,,2016-17,NHL,28,70,0,.427,82
0,0,NJD,0,0,0,0,0,,2017-18,NHL,0,0,0,0,0
