playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.800,MTL,10,15,2,8,0,Stanley Cup Champions,1955-56,NHL,45,100,10,.714,70
0,.800,MTL,12,23,2,8,0,Stanley Cup Champions,1956-57,NHL,35,82,10,.586,70
0,.800,MTL,10,17,2,8,0,Stanley Cup Champions,1957-58,NHL,43,96,10,.686,70
0,.727,MTL,13,18,3,8,0,Stanley Cup Champions,1958-59,NHL,39,91,11,.650,70
0,1.000,MTL,12,18,0,8,0,Stanley Cup Champions,1959-60,NHL,40,92,8,.657,70
0,.333,MTL,10,19,4,2,0,,1960-61,NHL,41,92,6,.657,70
0,.333,MTL,14,14,4,2,0,,1961-62,NHL,42,98,6,.700,70
0,.429,MTL,23,19,4,3,0,,1962-63,NHL,28,79,7,.564,70
0,.200,MTL,13,21,4,1,0,,1963-64,NHL,36,85,5,.607,70
0,.615,MTL,11,23,5,8,0,Stanley Cup Champions,1964-65,NHL,36,83,13,.593,70
0,.800,MTL,8,21,2,8,0,Stanley Cup Champions,1965-66,NHL,41,90,10,.643,70
0,.600,MTL,13,25,4,6,0,,1966-67,NHL,32,77,10,.550,70
0,.923,MTL,10,22,1,12,0,Stanley Cup Champions,1967-68,NHL,42,94,13,.635,74
