playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.375,PHI,4,8,5,3,0,,1978-79,NHL,18,40,8,.667,30
0,.684,PHI,20,12,6,13,0,,1979-80,NHL,48,116,19,.725,80
0,.500,PHI,15,24,6,6,0,,1980-81,NHL,41,97,12,.606,80
0,0,PHI,9,29,0,0,0,,1981-82,NHL,34,77,,.535,72
0,.000,LAK,14,32,3,0,0,,1984-85,NHL,34,82,3,.513,80
0,0,LAK,8,49,0,0,0,,1985-86,NHL,23,54,,.338,80
0,0,LAK,4,20,0,0,0,,1986-87,NHL,18,40,,.476,42
0,.333,VAN,4,13,4,2,0,,1990-91,NHL,9,22,6,.423,26
0,.462,VAN,12,26,7,6,0,,1991-92,NHL,42,96,13,.600,80
0,.500,VAN,9,29,6,6,0,,1992-93,NHL,46,101,12,.601,84
0,.625,VAN,3,40,9,15,0,Western Conference Champions,1993-94,NHL,41,85,24,.506,84
0,.333,VAN,0,3,4,2,0,,1995-96,NHL,3,6,6,.500,6
0,.529,TOR,7,30,8,9,0,,1998-99,NHL,45,97,17,.591,82
0,.500,TOR,7,27,6,6,3,,1999-00,NHL,45,100,12,.610,82
0,.636,TOR,11,29,4,7,5,,2000-01,NHL,37,90,11,.549,82
0,.500,TOR,10,25,10,10,4,,2001-02,NHL,43,100,20,.610,82
0,.429,TOR,7,28,4,3,3,,2002-03,NHL,44,98,7,.598,82
0,.462,TOR,10,24,7,6,3,,2003-04,NHL,45,103,13,.628,82
0,0,TOR,0,33,0,0,8,,2005-06,NHL,41,90,,.549,82
0,0,EDM,0,47,0,0,8,,2009-10,NHL,27,62,,.378,82
