playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.429,WSH,0,17,4,3,7,,2007-08,NHL,37,81,7,.664,61
0,.500,WSH,0,24,7,7,8,,2008-09,NHL,50,108,14,.659,82
0,.429,WSH,0,15,4,3,13,,2009-10,NHL,54,121,7,.738,82
0,.444,WSH,0,23,5,4,11,,2010-11,NHL,48,107,9,.652,82
0,0,WSH,0,9,0,0,1,,2011-12,NHL,12,25,,.568,22
0,0,ANA,0,23,0,0,8,,2011-12,NHL,27,62,,.534,58
0,.429,ANA,0,12,4,3,6,,2012-13,NHL,30,66,7,.688,48
0,.538,ANA,0,20,6,7,8,,2013-14,NHL,54,116,13,.707,82
0,.688,ANA,0,24,5,11,7,,2014-15,NHL,51,109,16,.665,82
0,.429,ANA,0,25,4,3,11,,2015-16,NHL,46,103,7,.628,82
0,.200,MIN,0,25,4,1,8,,2016-17,NHL,49,106,5,.646,82
0,0,MIN,0,0,0,0,0,,2017-18,NHL,0,0,0,0,0
