playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.667,NYR,10,11,4,8,0,Stanley Cup Champions,1939-40,NHL,27,64,12,.667,48
0,.333,NYR,8,19,2,1,0,,1940-41,NHL,21,50,3,.521,48
0,.333,NYR,2,17,4,2,0,,1941-42,NHL,29,60,6,.625,48
0,0,NYR,8,31,0,0,0,,1942-43,NHL,11,30,,.300,50
0,0,NYR,5,39,0,0,0,,1943-44,NHL,6,17,,.170,50
0,0,NYR,10,29,0,0,0,,1944-45,NHL,11,32,,.320,50
0,0,NYR,9,28,0,0,0,,1945-46,NHL,13,35,,.350,50
0,0,NYR,6,32,0,0,0,,1946-47,NHL,22,50,,.417,60
0,.333,NYR,13,26,4,2,0,,1947-48,NHL,21,55,6,.458,60
0,0,NYR,6,11,0,0,0,,1948-49,NHL,6,18,,.391,23
0,0,NYR,6,20,0,0,0,,1953-54,NHL,14,34,,.425,40
