playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,TOR,11,38,0,0,0,,1957-58,NHL,21,53,,.379,70
0,0,TOR,3,12,0,0,0,,1958-59,NHL,5,13,,.325,20
0,.429,CBH,12,22,4,3,0,,1963-64,NHL,36,84,7,.600,70
0,.500,CBH,8,28,7,7,0,,1964-65,NHL,34,76,14,.543,70
0,.333,CBH,8,25,4,2,0,,1965-66,NHL,37,82,6,.586,70
0,.333,CBH,12,17,4,2,0,,1966-67,NHL,41,94,6,.671,70
0,.455,CBH,16,26,6,5,0,,1967-68,NHL,32,80,11,.541,74
0,0,CBH,9,33,0,0,0,,1968-69,NHL,34,77,,.507,76
0,.500,CBH,9,22,4,4,0,,1969-70,NHL,45,99,8,.651,76
0,.611,CBH,9,20,7,11,0,,1970-71,NHL,49,107,18,.686,78
0,.500,CBH,15,17,4,4,0,,1971-72,NHL,46,107,8,.686,78
0,.625,CBH,9,27,6,10,0,,1972-73,NHL,42,93,16,.596,78
0,.545,CBH,23,14,5,6,0,,1973-74,NHL,41,105,11,.673,78
0,.375,CBH,8,35,5,3,0,,1974-75,NHL,37,82,8,.513,80
0,.000,CBH,18,30,4,0,0,,1975-76,NHL,32,82,4,.513,80
0,0,CBH,5,19,0,0,0,,1976-77,NHL,10,25,,.368,34
