playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,CGY,2,8,0,0,0,,2000-01,NHL,4,10,,.357,14
0,0,CGY,12,35,0,0,3,,2001-02,NHL,32,79,,.482,82
0,0,CGY,3,13,0,0,3,,2002-03,NHL,6,18,,.360,25
