playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.000,LAK,12,27,4,0,4,,1999-00,NHL,39,94,4,.573,82
0,.538,LAK,13,28,6,7,3,,2000-01,NHL,38,92,13,.561,82
0,.429,LAK,11,27,4,3,4,,2001-02,NHL,40,95,7,.579,82
0,0,LAK,6,37,0,0,6,,2002-03,NHL,33,78,,.476,82
0,0,LAK,16,29,0,0,9,,2003-04,NHL,28,81,,.494,82
0,0,LAK,0,28,0,0,5,,2005-06,NHL,37,79,,.564,70
0,0,STL,0,18,0,0,9,,2006-07,NHL,27,63,,.583,54
0,0,STL,0,36,0,0,13,,2007-08,NHL,33,79,,.482,82
0,.000,STL,0,31,4,0,10,,2008-09,NHL,41,92,4,.561,82
0,0,STL,0,17,0,0,6,,2009-10,NHL,17,40,,.500,40
