playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.500,DAL,15,17,6,6,4,,2002-03,NHL,46,111,12,.677,82
0,.200,DAL,13,26,4,1,2,,2003-04,NHL,41,97,5,.591,82
0,.200,DAL,0,23,4,1,6,,2005-06,NHL,53,112,5,.683,82
0,.429,DAL,0,25,4,3,7,,2006-07,NHL,50,107,7,.652,82
0,.556,DAL,0,30,8,10,7,,2007-08,NHL,45,97,18,.591,82
0,0,DAL,0,35,0,0,11,,2008-09,NHL,36,83,,.506,82
0,.429,PHX,0,25,4,3,7,,2009-10,NHL,50,107,7,.652,82
0,.000,PHX,0,26,4,0,13,,2010-11,NHL,43,99,4,.604,82
0,.563,PHX,0,27,7,9,13,,2011-12,NHL,42,97,16,.591,82
0,0,PHX,0,18,0,0,9,,2012-13,NHL,21,51,,.531,48
0,0,PHX,0,30,0,0,15,,2013-14,NHL,37,89,,.543,82
0,0,ARI,0,50,0,0,8,,2014-15,NHL,24,56,0,.341,82
0,0,ARI,0,39,0,0,8,,2015-16,NHL,35,78,0,.476,82
0,0,ARI,0,42,0,0,10,,2016-17,NHL,30,70,0,.427,82
