playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,STL,4,15,0,0,0,,1973-74,NHL,4,12,,.261,23
0,0,STL,2,5,0,0,0,,1974-75,NHL,2,6,,.333,9
0,0,PIT,6,58,0,0,0,,1983-84,NHL,16,38,,.238,80
