playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.444,CHC,5,35,10,8,0,,1973-74,WHA,38,81,18,.519,78
0,0,CHC,1,47,0,0,0,,1974-75,WHA,30,61,,.391,78
0,0,INR,2,18,0,0,0,,1978-79,WHA,5,12,,.240,25
