playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.800,NEW,2,30,3,12,0,WHA Champions,1972-73,WHA,46,94,15,.603,78
0,.333,NEW,0,2,4,2,0,,1974-75,WHA,3,6,6,.600,5
0,0,NEW,3,16,0,0,0,,1975-76,WHA,14,31,,.470,33
