playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.000,BOS,6,27,4,0,0,,1986-87,NHL,34,74,4,.552,67
1,.543,BOS,6,30,10,12,0,Prince of Wales Conference Champions,1987-88,NHL,44,94,23,.588,80
0,.500,BOS,14,29,5,5,0,,1988-89,NHL,37,88,10,.550,80
