playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.200,CHI,9,41,4,1,0,,1987-88,NHL,30,69,5,.431,80
0,.429,WIN,11,32,4,3,0,,1989-90,NHL,37,85,7,.531,80
0,0,WIN,11,43,0,0,0,,1990-91,NHL,26,63,,.394,80
