playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.333,COL,0,30,4,2,9,,2009-10,NHL,43,95,6,.579,82
0,0,COL,0,44,0,0,8,,2010-11,NHL,30,68,,.415,82
0,0,COL,0,35,0,0,6,,2011-12,NHL,41,88,,.537,82
0,0,COL,0,25,0,0,7,,2012-13,NHL,16,39,,.406,48
