playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.579,COL,10,28,8,11,0,,1998-99,NHL,44,98,19,.598,82
0,.647,COL,11,28,6,11,1,,1999-00,NHL,42,96,17,.585,82
0,.696,COL,10,16,7,16,4,Stanley Cup Champions,2000-01,NHL,52,118,23,.720,82
0,.524,COL,8,28,10,11,1,,2001-02,NHL,45,99,21,.604,82
0,0,COL,9,8,0,0,4,,2002-03,NHL,10,33,,.532,31
0,0,ATL,5,14,0,0,1,,2002-03,NHL,19,44,,.564,39
0,0,ATL,8,37,0,0,4,,2003-04,NHL,33,78,,.476,82
0,0,ATL,0,33,0,0,8,,2005-06,NHL,41,90,,.549,82
0,.000,ATL,0,28,4,0,11,,2006-07,NHL,43,97,4,.591,82
0,0,ATL,0,6,0,0,0,,2007-08,NHL,0,0,,.000,6
0,0,CGY,0,25,0,0,4,,2012-13,NHL,19,42,,.438,48
0,0,CGY,0,40,0,0,7,,2013-14,NHL,35,77,,.470,82
0,.455,CGY,0,30,6,5,7,,2014-15,NHL,45,97,11,.591,82
0,0,CGY,0,40,0,0,7,,2015-16,NHL,35,77,0,.470,82
