playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.200,BOS,15,12,4,1,0,,1954-55,NHL,13,41,5,.513,40
0,0,BOS,13,34,0,0,0,,1955-56,NHL,23,59,,.421,70
0,.500,BOS,12,24,5,5,0,,1956-57,NHL,34,80,10,.571,70
0,.500,BOS,15,28,6,6,0,,1957-58,NHL,27,69,12,.493,70
0,.429,BOS,9,29,4,3,0,,1958-59,NHL,32,73,7,.521,70
0,0,BOS,8,34,0,0,0,,1959-60,NHL,28,64,,.457,70
0,0,BOS,13,42,0,0,0,,1960-61,NHL,15,43,,.307,70
0,0,BOS,12,31,0,0,0,,1962-63,NHL,13,38,,.339,56
0,0,BOS,12,40,0,0,0,,1963-64,NHL,18,48,,.343,70
0,0,BOS,6,43,0,0,0,,1964-65,NHL,21,48,,.343,70
0,0,BOS,6,43,0,0,0,,1965-66,NHL,21,48,,.343,70
0,0,WSH,0,6,0,0,0,,1974-75,NHL,2,4,,.250,8
0,0,WSH,5,28,0,0,0,,1975-76,NHL,3,11,,.153,36
