playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,NYR,5,22,0,0,0,,1975-76,NHL,14,33,,.402,41
0,0,NYR,14,37,0,0,0,,1976-77,NHL,29,72,,.450,80
0,.000,WIN,1,6,3,0,0,,1985-86,NHL,7,15,3,.536,14
