playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.000,LAK,12,34,2,0,0,,1978-79,NHL,34,80,2,.500,80
0,.250,LAK,14,36,3,1,0,,1979-80,NHL,30,74,4,.463,80
0,.250,LAK,13,24,3,1,0,,1980-81,NHL,43,99,4,.619,80
0,.400,MTL,17,17,3,2,0,,1981-82,NHL,46,109,5,.681,80
0,.000,MTL,14,24,3,0,0,,1982-83,NHL,42,98,3,.613,80
0,0,MTL,5,30,0,0,0,,1983-84,NHL,28,61,,.484,63
0,0,PIT,5,51,0,0,0,,1984-85,NHL,24,53,,.331,80
0,0,PIT,8,38,0,0,0,,1985-86,NHL,34,76,,.475,80
0,0,PIT,12,38,0,0,0,,1986-87,NHL,30,72,,.450,80
0,.636,STL,10,30,4,7,0,,1992-93,NHL,33,76,11,.521,73
0,.000,STL,11,33,4,0,0,,1993-94,NHL,40,91,4,.542,84
