playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,.417,TOR,8,20,7,5,0,,1958-59,NHL,22,52,12,.520,50
0,.400,TOR,9,26,6,4,0,,1959-60,NHL,35,79,10,.564,70
0,.200,TOR,12,19,4,1,0,,1960-61,NHL,39,90,5,.643,70
0,.667,TOR,11,22,4,8,0,Stanley Cup Champions,1961-62,NHL,37,85,12,.607,70
0,.571,TOR,12,23,6,8,0,Stanley Cup Champions,1962-63,NHL,35,82,14,.586,70
0,.800,TOR,12,25,2,8,0,Stanley Cup Champions,1963-64,NHL,33,78,10,.557,70
0,.333,TOR,14,26,4,2,0,,1964-65,NHL,30,74,6,.529,70
0,.000,TOR,11,25,4,0,0,,1965-66,NHL,34,79,4,.564,70
0,.667,TOR,11,27,4,8,0,Stanley Cup Champions,1966-67,NHL,32,75,12,.536,70
0,0,TOR,10,31,0,0,0,,1967-68,NHL,33,76,,.514,74
0,.000,TOR,15,26,4,0,0,,1968-69,NHL,35,85,4,.559,76
0,0,BUF,15,39,0,0,0,,1970-71,NHL,24,63,,.404,78
0,0,BUF,10,23,0,0,0,,1971-72,NHL,8,26,,.317,41
0,.000,TOR,0,5,3,0,0,,1979-80,NHL,5,10,3,.500,10
