playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
1,.250,CBH,2,10,1,0,0,,1929-30,NHL,11,24,2,.522,23
0,.500,CBH,11,19,1,1,0,,1931-32,NHL,18,47,2,.490,48
