playoff_ties,playoff_win_lose,team,ties,loses,playoff_loses,playoff_wins,overtime_loses,playoff_note,season,leage,wins,points,finishing_position,points_percentage,games_played
0,0,BUF,8,16,0,0,0,,1981-82,NHL,21,50,,.556,45
0,.429,HAR,13,41,4,3,0,,1991-92,NHL,26,65,7,.406,80
0,0,STL,3,3,0,0,0,,1996-97,NHL,3,9,,.500,9
