pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Fort William Forts,6,0,15,TBSHL,23,1938-39,19,9
28,St. Catharines Saints,17,0,44,OHA-Sr.,29,1939-40,20,27
20,St. Catharines Saints,9,0,23,OHA-Sr.,31,1940-41,21,14
26,St. Catharines Saints,7,0,14,OHA-Sr.,27,1941-42,22,7
26,St. Catharines Saints,12,0,20,OHA-Sr.,21,1942-43,23,8
27,St. Catharines Saints,12,0,23,OHA-Sr.,28,1943-44,24,11
65,Pittsburgh Hornets,26,0,31,AHL,61,1945-46,26,5
24,Hollywood Wolves,5,0,10,PCHL,16,1946-47,27,5
30,Pittsburgh Hornets,10,0,19,AHL,48,1946-47,27,9
63,Pittsburgh Hornets,39,0,53,AHL,68,1947-48,28,14
64,Pittsburgh Hornets,42,0,52,AHL,68,1948-49,29,10
34,Pittsburgh Hornets,29,0,37,AHL,63,1949-50,30,8
80,Pittsburgh Hornets,33,0,40,AHL,71,1950-51,31,7
49,Pittsburgh Hornets,18,0,21,AHL,57,1951-52,32,3
36,Pittsburgh Hornets,10,0,11,AHL,53,1952-53,33,1
21,Pittsburgh Hornets,11,0,14,AHL,45,1953-54,34,3
24,Sault Ste. Marie Indians,8,0,14,NOHA,34,1954-55,35,6
0,Sault Ste. Marie Indians,1,0,1,NOHA,2,1955-56,36,0
