age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,0.0,0,3,12,NHL,10,0,1985-86,0,11,0,,0,4,,TOR,3
20,,5.0,0,3,-1,NHL,13,0,1986-87,0,20,1,,1,11,,TOR,4
21,,25.0,1,4,-4,NHL,6,0,1987-88,0,12,3,,2,6,,TOR,7
24,,3.8,1,3,3,NHL,10,0,1990-91,1,26,1,,0,22,,WSH,4
25,,16.0,3,2,-1,NHL,7,0,1991-92,0,25,4,,1,14,,WSH,6
26,,20.0,3,0,-3,NHL,6,0,1992-93,1,30,6,,3,4,,WSH,6
27,,6.1,2,1,-2,NHL,13,0,1993-94,1,49,3,,1,6,,BOS,4
31,,10.0,0,0,-4,NHL,6,0,1997-98,0,10,1,,1,10,,SJS,1
