shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
6.4,0,2000-01,84,2,681,0,0,0,47,0,3,8,2,OTT,3,0,0,25,1,NHL,0,0,13:05,0,52,0,5,[],0
2.9,0,2001-02,57,1,559,0,0,0,34,0,1,-10,1,OTT,1,0,0,26,0,NHL,0,0,16:56,0,33,0,2,[],0
0.0,0,2002-03,130,8,932,0,0,0,58,0,0,-1,8,OTT,0,0,0,27,0,NHL,0,0,13:55,0,67,0,8,[],0
0.0,0,2003-04,82,7,582,0,0,0,28,0,0,5,7,TOT,0,0,0,28,0,NHL,0,0,12:40,0,46,0,7,[],0
0.0,0,2003-04,72,5,419,0,0,0,16,0,0,2,5,OTT,0,0,0,28,0,NHL,0,0,11:19,0,37,0,5,[],0
0.0,0,2003-04,10,2,164,0,0,0,12,0,0,3,2,NSH,0,0,0,28,0,NHL,0,0,18:11,0,9,0,2,[],0
0.0,0,2005-06,33,3,675,0,0,0,50,0,0,1,3,ATL,0,0,0,30,0,NHL,0,0,10:14,0,66,0,3,[],0
5.8,0,2006-07,63,7,1126,0,0,0,86,0,4,15,7,ATL,5,0,0,31,1,NHL,1,0,15:38,0,72,0,12,[],0
4.1,0,2007-08,71,6,1066,0,21,112,49,0,1,-2,6,TOT,2,9,0,32,0,NHL,1,81,14:02,66,76,0,8,[],0
4.8,0,2007-08,30,2,434,0,8,47,21,0,1,2,2,ANA,1,4,0,32,0,NHL,0,25,13:08,22,33,0,3,[],0
3.6,0,2007-08,41,4,632,0,13,65,28,0,0,-4,4,BOS,1,5,0,32,0,NHL,1,56,14:42,44,43,0,5,[],0
6.1,0,2008-09,45,9,1016,0,25,119,49,0,2,6,9,BOS,3,8,0,33,1,NHL,0,75,15:38,46,65,0,12,[],1
4.1,0,2009-10,66,9,948,1,34,139,49,2,2,-6,12,MIN,2,11,0,34,0,NHL,0,59,13:32,36,70,0,14,[],0
0.0,0,2010-11,2,0,44,0,1,9,3,0,0,-2,0,BOS,0,0,0,35,0,NHL,0,1,14:47,2,3,0,0,[],0
