assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,Yellowhead Chiefs,9,1990-91,36,20,92,15,0,MMMHL
3,Swift Current Broncos,1,1991-92,56,4,11,16,0,WHL
22,2 Teams,7,1992-93,72,29,105,17,0,WHL
12,Swift Current Broncos,5,1992-93,45,17,62,17,0,WHL
10,Prince Albert Raiders,2,1992-93,27,12,43,17,0,WHL
26,Prince Albert Raiders,7,1993-94,69,33,113,18,0,WHL
29,Prince Albert Raiders,5,1994-95,72,34,169,19,0,WHL
42,Prince Albert Raiders,11,1995-96,58,53,100,20,0,WHL
10,Baton Rouge Kingfish,3,1996-97,21,13,50,21,0,ECHL
12,Saint John Flames,2,1996-97,44,14,112,21,0,AHL
12,Grand Rapids Griffins,6,1997-98,77,18,210,22,0,IHL
20,Adirondack Red Wings,9,1998-99,68,29,121,23,0,AHL
19,Cincinnati Mighty Ducks,9,1999-00,68,28,153,24,9,AHL
0,Grand Rapids Griffins,0,2000-01,2,0,2,25,-1,IHL
4,Florida Everblades,1,2004-05,19,5,56,29,7,ECHL
