assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1929-30,2,1,1,Moose Jaw Cubs,16,0,0,M-Cup
2,1931-32,4,6,4,Moose Jaw Cubs,18,8,0,M-Cup
0,1932-33,2,0,0,Moose Jaw Cubs,19,0,0,M-Cup
0,1934-35,2,0,0,Saskatoon Standards,21,4,0,N-SSHL
0,1935-36,3,0,0,Prince Albert Mintos,22,8,0,N-SSHL
0,1935-36,7,2,2,Prince Albert Mintos,22,0,0,Al-Cup
1,1937-38,6,2,1,Moose Jaw Millers,24,6,0,S-SSHL
0,1937-38,4,1,1,Moose Jaw Canucks,24,4,0,Al-Cup
0,1938-39,8,0,0,Moose Jaw Millers,25,0,0,SSHL
1,1939-40,8,3,2,Calgary Stampeders,26,2,0,ASHL
0,1940-41,8,2,2,Calgary Stampeders,27,2,0,ASHL
2,1941-42,6,2,0,Calgary Stampeders,28,8,0,ABCHL
