assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1933-34,1,0,0,Moose Jaw Cubs,20,0,0,S-SJHL
6,1934-35,24,10,4,Saskatoon Standards,21,20,0,N-SSHL
6,1935-36,20,19,13,Prince Albert Mintos,22,12,0,N-SSHL
4,1937-38,24,8,4,Moose Jaw Millers,24,18,0,S-SSHL
5,1938-39,30,13,8,Moose Jaw Millers,25,18,0,SSHL
11,1939-40,32,17,6,Calgary Stampeders,26,6,0,ASHL
4,1940-41,30,12,8,Calgary Stampeders,27,10,0,ASHL
6,1941-42,29,8,2,Calgary Stampeders,28,4,0,ABCHL
5,1942-43,29,11,6,Calgary Buffaloes,29,8,0,AIHA
0,1943-44,2,1,1,Brooklyn Crescents,30,0,0,EAHL
