assists,year,games_played,points,goals,team,age,pim,plus_minus,league
40,1992-93,27,76,36,HC Martigny,15,34,0,Swiss-2
41,1993-94,71,71,30,Sherbrooke Faucons,16,22,0,QMJHL
4,1993-94,4,7,3,Canada,16,4,0,U-18
65,1994-95,71,101,36,Sherbrooke Faucons,17,43,0,QMJHL
93,1995-96,62,145,52,Sherbrooke Faucons,18,105,0,QMJHL
2,1995-96,6,6,4,Canada,18,0,0,WJC-A
22,1996-97,19,37,15,Hull Olympiques,19,27,0,QMJHL
3,1996-97,7,7,4,Canada,19,0,0,WJC-A
46,1997-98,79,57,11,Hartford Wolf Pack,20,46,-6,AHL
30,1998-99,58,51,21,Hartford Wolf Pack,21,20,-1,AHL
26,1999-00,45,51,25,HC Lugano,22,52,0,Swiss
2,1999-00,6,4,2,HC Lugano,22,2,0,EuroHL
34,2000-01,44,54,20,HC Lugano,23,50,0,Swiss
38,2001-02,38,60,22,HC Lugano,24,14,0,Swiss
36,2002-03,44,51,15,SC Bern,25,26,0,Swiss
35,2003-04,35,49,14,SC Bern,26,24,0,Swiss
25,2004-05,34,37,12,SC Bern,27,20,0,Swiss
25,2005-06,38,32,7,SC Bern,28,48,0,Swiss
38,2006-07,40,54,16,SC Bern,29,36,0,Swiss
42,2007-08,47,52,10,SC Bern,30,30,0,Swiss
41,2008-09,46,56,15,SC Bern,31,32,0,Swiss
5,2009-10,5,6,1,SC Bern,32,0,0,Swiss
35,2010-11,44,49,14,SC Bern,33,18,0,Swiss
28,2011-12,40,36,8,HC Fribourg-Gotteron,34,55,0,Swiss
29,2012-13,48,42,13,HC Fribourg-Gotteron,35,18,0,Swiss
