assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1993-94,11,5,3,Sherbrooke Faucons,16,8,0,QMJHL
7,1994-95,7,8,1,Sherbrooke Faucons,17,8,0,QMJHL
5,1995-96,7,10,5,Sherbrooke Faucons,18,6,0,QMJHL
16,1996-97,14,23,7,Hull Olympiques,19,14,0,QMJHL
7,1996-97,4,13,6,Hull Olympiques,19,2,0,M-Cup
4,1997-98,9,4,0,Hartford Wolf Pack,20,6,0,AHL
3,1998-99,6,3,0,Hartford Wolf Pack,21,4,0,AHL
12,1999-00,14,20,8,HC Lugano,22,14,0,Swiss
2,1999-00,4,4,2,HC Lugano,22,2,0,EuroHL
14,2000-01,18,18,4,HC Lugano,23,22,0,Swiss
13,2001-02,13,17,4,HC Lugano,24,14,0,Swiss
8,2002-03,13,12,4,SC Bern,25,14,0,Swiss
16,2003-04,15,19,3,SC Bern,26,8,0,Swiss
5,2004-05,11,9,4,SC Bern,27,8,0,Swiss
2,2005-06,6,3,1,SC Bern,28,8,0,Swiss
16,2006-07,17,16,0,SC Bern,29,24,0,Swiss
4,2007-08,6,5,1,SC Bern,30,12,0,Swiss
2,2008-09,6,5,3,SC Bern,31,2,0,Swiss
8,2009-10,13,10,2,SC Bern,32,12,0,Swiss
4,2010-11,11,6,2,SC Bern,33,6,0,Swiss
3,2011-12,11,6,3,HC Fribourg-Gotteron,34,4,0,Swiss
9,2012-13,16,9,0,HC Fribourg-Gotteron,35,2,0,Swiss
