average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,0,0,0,0,NHL,19,0,0,0,-2,4,0,0,0,0,0,0,0,1997-98,CHI,0,0,0,0,0.0,,6,[]
14:21,0,9,0,0,0,NHL,20,5,0,24,-1,49,0,4,0,0,0,0,0,1998-99,CHI,4,0,5,0,8.2,502,35,[]
9:44,0,5,1,0,0,NHL,21,1,0,8,-1,18,0,3,0,0,0,1,0,1999-00,EDM,3,0,2,0,16.7,166,17,[]
12:58,0,35,2,0,0,NHL,22,14,0,37,5,107,0,12,0,2,0,7,0,2000-01,EDM,14,0,21,0,13.1,1051,81,[]
12:43,0,29,1,1,0,NHL,23,14,0,51,-1,75,0,7,0,2,0,5,0,2001-02,EDM,10,0,19,0,13.3,826,65,[]
11:58,0,17,1,0,0,NHL,24,13,0,31,5,89,0,4,0,0,0,0,0,2002-03,EDM,4,0,13,0,4.5,682,57,[]
13:12,0,17,0,3,0,NHL,25,10,0,42,-8,83,0,3,0,0,0,1,0,2003-04,PHX,6,0,11,0,7.2,898,68,[]
10:30,0,15,1,0,0,NHL,27,10,0,40,5,106,0,3,0,0,2,0,0,2005-06,DET,3,0,12,0,2.8,808,77,[]
15:28,0,40,5,2,0,NHL,28,17,0,24,6,135,0,12,0,6,1,2,0,2006-07,DET,20,0,20,0,14.8,1098,71,[]
17:23,276,42,3,0,14,NHL,29,14,56,33,21,177,50.9,15,54,5,1,7,25,2007-08,DET,20,82,22,25,11.3,1095,63,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-60'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-15'}]"
16:56,255,40,3,0,36,NHL,30,23,67,46,0,163,55.4,11,54,3,0,3,16,2008-09,DET,14,107,26,22,8.6,1253,74,[]
17:14,224,34,2,0,25,NHL,31,14,59,29,-3,140,49.6,13,60,2,0,5,20,2009-10,DET,15,119,19,26,10.7,1103,64,[]
16:38,312,46,8,0,25,NHL,32,17,35,20,-1,192,38.5,21,56,5,0,3,18,2010-11,DET,26,112,20,16,13.5,1131,68,[]
15:59,308,33,0,0,33,NHL,33,20,21,30,2,199,41.2,10,30,2,0,1,27,2011-12,DET,12,90,21,27,6.0,1199,75,[]
16:27,133,15,0,1,21,NHL,34,6,11,40,-6,93,47.8,3,12,5,0,0,11,2012-13,DET,9,56,6,19,9.7,789,0,[]
13:54,99,8,1,0,17,NHL,35,3,12,31,-11,64,54.5,4,10,0,1,0,12,2013-14,DET,4,51,4,6,6.3,723,52,[]
9:08,28,2,0,0,9,NHL,36,1,2,6,-4,17,50.0,1,2,0,0,0,2,2014-15,DET,1,21,1,1,5.9,155,17,[]
