age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,0.0,0,1,5,NHL,11,0,2006-07,0,3,0,252,0,2,,SJS,1
20,,0.0,0,1,-2,NHL,13,0,2007-08,0,15,0,321,0,0,28,SJS,1
21,,0.0,0,1,-6,NHL,6,0,2008-09,0,5,0,124,0,0,15,SJS,1
22,,0.0,0,3,0,NHL,15,0,2009-10,0,15,0,328,0,4,27,SJS,3
23,,0.0,0,3,4,NHL,18,0,2010-11,0,18,0,392,0,4,48,SJS,3
24,,0.0,0,0,-2,NHL,5,0,2011-12,0,4,0,104,0,2,17,SJS,0
25,,9.1,1,1,2,NHL,11,0,2012-13,0,11,1,227,0,6,25,SJS,2
26,,10.0,0,2,0,NHL,5,0,2013-14,0,10,1,85,1,0,19,SJS,3
28,,2.5,1,11,0,NHL,0,0,2015-16,0,40,1,565,0,12,122,SJS,12
29,,0.0,0,3,-1,NHL,6,0,2016-17,0,9,0,140,0,2,24,SJS,3
