pim,team,assists,plus_minus,points,league,games_played,year,age,goals
14,Kingston Voyageurs,3,0,3,ON-Jr.B,13,1988-89,14,0
4,Kingston Voyageurs,25,0,38,ON-Jr.B,42,1989-90,15,13
18,Sudbury Wolves,22,0,48,OHL,56,1990-91,16,26
44,Sudbury Wolves,26,0,66,OHL,44,1991-92,17,40
0,St. John\'s Maple Leafs,0,0,0,AHL,3,1992-93,18,0
30,2 Teams,48,0,93,OHL,58,1992-93,18,45
6,Sudbury Wolves,9,0,16,OHL,7,1992-93,18,7
24,Niagara Falls Thunder,39,0,77,OHL,51,1992-93,18,38
2,Canada,0,0,1,WJC-A,7,1993-94,19,1
52,2 Teams,48,0,88,OHL,52,1993-94,19,40
30,Niagara Falls Thunder,29,0,53,OHL,29,1993-94,19,24
22,Belleville Bulls,19,0,35,OHL,23,1993-94,19,16
43,St. John\'s Maple Leafs,37,0,71,AHL,76,1994-95,20,34
0,Canada,1,0,1,WC-A,8,1994-95,20,0
28,St. John\'s Maple Leafs,23,0,45,AHL,57,1995-96,21,22
15,St. John\'s Maple Leafs,14,0,28,AHL,25,1996-97,22,14
40,2 Teams,38,-7,66,AHL,51,1997-98,23,28
35,St. John\'s Maple Leafs,36,-6,63,AHL,49,1997-98,23,27
5,Syracuse Crunch,2,-1,3,AHL,2,1997-98,23,1
8,Long Beach Ice Dogs,7,2,10,IHL,14,1998-99,24,3
45,Springfield Falcons,14,-21,23,AHL,31,1998-99,24,9
32,Kloten Flyers,10,0,21,Swiss,31,2000-01,26,11
10,Linkopings HC,11,0,24,Sweden,31,2001-02,27,13
43,HC Lugano,7,0,11,Swiss,18,2002-03,28,4
55,2 Teams,15,0,21,Swiss,33,2003-04,29,6
55,EHC Basel,15,0,21,Swiss,32,2003-04,29,6
0,Kloten Flyers,0,0,0,Swiss,1,2003-04,29,0
