average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
13:10,0,33,2,0,0,NHL,20,16,0,32,-11,84,0,7,0,2,0,8,0,2001-02,NSH,9,0,24,0,10.7,1053,80,[]
12:47,0,8,0,0,0,NHL,21,4,0,14,-9,39,0,0,0,1,0,3,0,2002-03,NSH,1,0,7,0,2.6,345,27,[]
15:00,0,49,2,0,0,NHL,22,23,0,38,10,137,0,12,0,4,0,10,0,2003-04,NSH,16,0,33,0,11.7,1140,76,[]
14:45,0,49,1,0,0,NHL,24,18,0,76,0,143,0,15,0,5,0,11,0,2005-06,NSH,20,0,29,0,14.0,1180,80,[]
18:59,0,57,3,1,0,NHL,25,28,0,50,13,132,0,10,0,5,0,13,0,2006-07,NSH,16,0,41,0,12.1,1290,68,[]
18:39,261,57,6,0,16,NHL,26,23,15,40,-3,163,36.6,19,26,4,0,11,50,2007-08,NSH,23,49,34,52,14.1,1418,76,[]
18:34,254,50,3,0,17,NHL,27,18,11,48,-7,149,28.9,14,27,3,2,13,46,2008-09,NSH,17,36,33,47,11.4,1318,71,[]
17:59,276,49,2,0,36,NHL,28,18,24,50,-7,168,32.9,16,49,5,1,9,54,2009-10,NSH,21,48,28,63,12.5,1331,74,[]
18:06,242,50,3,0,21,NHL,29,25,19,22,14,135,43.2,10,25,7,0,8,35,2010-11,NSH,17,57,33,35,12.6,1158,64,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-40'}]"
18:29,195,58,3,1,37,NHL,30,26,60,30,12,107,47.6,13,66,5,0,13,60,2011-12,NSH,19,52,39,49,17.8,1312,71,"[{'link': '/awards/voting-2012.html#byng', 'name': 'Byng-35'}, {'link': '/awards/voting-2012.html#selke', 'name': 'Selke-43'}]"
17:55,124,24,2,0,12,NHL,31,12,32,30,-7,69,51.6,4,30,1,0,7,18,2012-13,TOT,5,48,19,35,7.2,806,45,[]
18:55,109,21,1,0,11,NHL,31,10,31,26,-7,60,51.7,3,29,1,0,7,14,2012-13,NSH,4,34,17,30,6.7,681,36,[]
13:55,15,3,1,0,1,NHL,31,2,1,4,0,9,50.0,1,1,0,0,0,4,2012-13,WSH,1,14,2,5,11.1,125,9,[]
14:40,111,29,0,0,25,NHL,32,22,97,28,5,53,45.5,3,116,0,0,4,16,2013-14,TOT,3,75,26,14,5.7,1027,70,[]
14:44,91,24,0,0,20,NHL,32,19,96,22,1,46,45.7,1,114,0,0,4,10,2013-14,WSH,1,47,23,11,2.2,781,53,[]
14:28,20,5,0,0,5,NHL,32,3,1,6,4,7,33.3,2,2,0,0,0,6,2013-14,PHX,2,28,3,3,28.6,246,17,[]
15:52,180,32,1,0,25,NHL,33,20,0,48,-16,91,0.0,6,6,3,0,3,27,2014-15,ARI,9,96,23,26,9.9,1253,79,[]
