average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,6,1,0,0,NHL,22,4,0,10,-1,21,0,2,0,0,0,0,0,1997-98,CAR,2,0,4,0,9.5,,33,[]
9:53,0,18,0,0,0,NHL,23,11,0,22,7,52,0,7,0,0,0,0,0,1998-99,CAR,7,0,11,0,13.5,593,60,[]
15:12,0,34,3,0,0,NHL,24,17,0,39,20,86,0,13,0,3,0,1,0,1999-00,CAR,16,0,18,0,18.6,1171,77,"[{'link': '/awards/voting-2000.html#selke', 'name': 'Selke-21'}]"
14:28,0,27,3,0,0,NHL,25,14,0,76,-14,133,0,10,0,2,0,1,0,2000-01,CAR,12,0,15,0,9.0,1157,80,[]
19:05,0,46,2,1,0,NHL,26,21,0,44,-6,167,0,15,0,5,0,4,0,2001-02,CAR,21,0,25,0,12.6,1565,82,[]
18:08,0,25,2,1,0,NHL,27,13,0,100,-19,123,0,4,0,1,0,6,0,2002-03,TOT,6,0,19,0,4.9,1505,83,[]
18:39,0,19,1,1,0,NHL,27,9,0,90,-17,96,0,4,0,0,0,5,0,2002-03,CAR,5,0,14,0,5.2,1305,70,[]
15:19,0,6,1,0,0,NHL,27,4,0,10,-2,27,0,0,0,1,0,1,0,2002-03,COL,1,0,5,0,3.7,199,13,[]
13:29,0,11,1,0,0,NHL,28,6,0,42,-24,70,0,4,0,0,0,1,0,2003-04,TOT,4,0,7,0,5.7,943,70,[]
11:04,0,1,0,0,0,NHL,28,1,0,4,-1,1,0,0,0,0,0,0,0,2003-04,COL,0,0,1,0,0.0,44,4,[]
13:37,0,10,1,0,0,NHL,28,5,0,38,-23,69,0,4,0,0,0,1,0,2003-04,WSH,4,0,6,0,5.8,899,66,[]
12:27,0,31,0,0,0,NHL,31,19,0,45,9,94,0,12,0,0,0,0,0,2006-07,TOR,12,0,19,0,12.8,1021,82,[]
4:46,8,0,0,0,0,NHL,32,0,0,7,-6,6,0.0,0,1,0,0,0,0,2007-08,TOR,0,1,0,1,0.0,62,13,[]
