offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
6.9,Phil Housley,12,0,-5,9.8,27,234,63,D,11.3,86,74,46,4.4,4,11,,0,23,17,,92
5.0,Ed Olczyk,20,0,11,13.1,25,245,33,C,6.4,65,64,18,1.4,7,12,,0,32,15,,67
4.7,Fredrik Olausson,6,1,-31,8.8,25,227,42,D,7.8,62,77,33,3.0,2,13,,0,20,9,,34
3.5,Pat Elynuik,16,0,-2,19.7,24,127,25,RW,4.4,50,60,5,0.9,1,9,,0,25,20,,65
2.1,Troy Murray,10,2,-13,10.9,29,156,30,C,3.0,47,74,12,0.9,1,5,,1,17,17,,69
1.4,Darrin Shannon,10,0,5,14.3,22,91,26,LW,2.7,39,68,6,1.3,3,3,,1,13,19,,41
1.7,Teppo Numminen,1,0,15,3.5,23,143,34,D,7.7,39,80,15,5.9,1,4,,1,5,18,,32
2.5,Thomas Steen,3,0,5,17.3,31,75,25,C,3.3,38,38,7,0.8,0,10,,0,13,18,,29
1.8,Luciano Borsato,10,0,-6,18.5,26,81,21,RW,2.6,36,56,8,0.8,1,5,,0,15,13,,45
0.1,Paul MacDermid,8,0,-8,14.1,28,71,11,RW,0.9,21,59,2,0.7,2,2,,0,10,9,,151
0.2,Stu Barnes,4,0,-2,10.7,21,75,9,C,0.9,17,46,2,0.7,0,4,,0,8,7,,26
-0.6,Mike Eagles,6,1,-17,11.7,28,60,10,C,0.0,17,65,0,0.6,0,0,,2,7,8,,118
-0.1,Mark Osborne,4,0,-8,8.0,30,50,12,LW,0.4,16,43,0,0.5,0,0,,0,4,12,,65
0.5,Doug Evans,6,0,2,17.9,28,39,7,LW,1.0,14,30,5,0.6,0,1,,0,7,2,,68
-0.5,Danton Cole,4,2,-15,10.8,25,65,5,RW,-0.1,12,52,1,0.4,0,1,,0,7,4,,32
0.4,Igor Ulanov,2,0,5,8.7,22,23,9,D,2.4,11,27,0,2.0,0,0,,0,2,9,,67
-0.5,Randy Carlyle,1,0,4,1.2,35,84,9,D,3.9,10,66,1,4.4,0,0,,3,1,5,,54
0.0,Aaron Broten,4,0,2,13.8,31,29,5,LW,0.5,9,25,0,0.5,3,0,,0,4,5,,14
-1.9,Mike Hartman,4,0,-10,4.5,24,89,4,LW,-1.0,8,75,0,1.0,1,0,,0,4,4,,264
-0.2,Russell Romaniuk,1,0,2,9.4,21,32,5,LW,0.3,8,27,2,0.5,1,2,,0,3,3,,18
0.2,Keith Tkachuk,1,0,0,13.6,19,22,5,LW,0.5,8,17,2,0.3,0,2,,0,3,3,,28
0.4,John LeBlanc,1,0,-6,18.8,28,32,1,LW,0.5,7,16,1,0.1,1,5,,0,6,0,,6
0.4,Evgeny Davydov,2,0,7,12.5,24,32,3,LW,0.8,7,12,1,0.4,0,2,,0,4,2,,8
-1.2,Phil Sykes,4,0,-12,11.8,32,34,2,LW,-0.7,6,52,0,0.5,2,0,,0,4,2,,72
0.2,Bryan Erickson,2,0,9,12.5,31,16,4,RW,0.7,6,10,0,0.4,1,0,,0,2,4,,0
0.2,Dean Kennedy,2,0,2,10.0,29,20,4,D,1.5,6,18,0,1.3,1,0,,0,2,4,,21
0.2,Mike Lalor,2,0,11,10.0,28,20,3,D,1.8,5,15,0,1.6,0,0,,0,2,3,,14
0.0,Petri Skriko,2,0,-1,7.4,29,27,3,LW,0.2,5,15,1,0.2,0,0,,0,2,2,,4
-0.3,Mario Marois,0,1,-8,3.1,34,32,3,D,1.4,4,34,0,1.7,0,0,,0,1,3,,34
-1.0,Shawn Cronin,0,0,-11,0.0,28,25,4,D,2.4,4,65,0,3.5,0,0,,0,0,4,,271
0.1,Moe Mantha,0,0,0,0.0,31,10,4,D,0.8,4,12,1,0.8,0,0,,0,0,3,,6
-0.1,Lucien DeBlois,1,0,1,6.7,34,15,2,LW,0.1,3,11,0,0.2,1,0,,0,1,2,,2
-0.2,Don Barber,0,0,2,0.0,27,6,3,LW,0.1,3,11,2,0.2,0,0,,0,0,1,,4
-0.1,Kris Draper,2,0,0,10.5,20,19,0,C,0.1,2,10,0,0.2,0,0,,0,2,0,,2
0.1,Dave McLlwain,1,0,1,33.3,25,3,1,C,0.2,2,3,0,0.1,0,0,,0,1,1,,2
0.0,Bob Essensa,0,0,0,,27,0,2,G,10.1,2,47,0,0.0,0,0,,0,0,0,,2
-0.1,Brent Ashton,1,0,-3,16.7,31,6,0,LW,-0.1,1,7,0,0.0,0,0,,0,1,0,,4
-0.3,Rob Murray,0,0,-2,0.0,24,2,1,C,-0.2,1,9,0,0.1,0,0,,0,0,1,,18
0.0,Rick Tabaracci,0,0,0,,23,0,1,G,2.6,1,18,0,0.0,0,0,,0,0,0,,4
0.0,Stephane Beauregard,0,0,0,,24,0,0,G,3.9,0,26,0,0.0,0,0,,0,0,0,,0
-0.1,Jason Cirone,0,0,0,0.0,20,1,0,C,-0.1,0,3,0,0.0,0,0,,0,0,0,,2
