assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
48,6,50,23,,10.0,1.2,28,,21,LW,11.2,26,WIN,/players/t/tkachke01.html,1,156,20,11,Keith Tkachuk,20.1,1996,98,2,76,249
48,4,24,25,,6.4,0.7,17,,25,RW,7.1,23,WIN,/players/s/selante01.html,0,18,6,3,Teemu Selanne,14.7,1996,72,1,51,163
37,2,22,25,,4.9,0.5,17,,23,C,5.4,14,WIN,/players/z/zhamnal01.html,0,65,5,-4,Alex Zhamnov,11.1,1996,59,0,58,199
43,3,11,27,,4.3,2.6,5,,22,D,6.9,20,WIN,/players/n/nummite01.html,1,22,6,-4,Teppo Numminen,6.7,1996,54,0,74,165
29,5,22,25,,3.6,0.8,14,,7,RW,4.4,22,WIN,/players/k/korolig01.html,0,42,8,1,Igor Korolev,13.3,1996,51,0,73,165
22,1,27,29,,4.7,0.6,11,,2,RW,5.2,20,WIN,/players/o/olczyed01.html,0,65,16,0,Ed Olczyk,18.4,1996,49,0,51,147
20,2,19,26,,2.4,0.5,11,,3,RW,2.9,16,WIN,/players/d/drakeda01.html,1,36,4,-7,Dallas Drake,15.7,1996,39,4,69,121
16,2,16,27,,1.9,0.5,14,,5,C,2.5,10,WIN,/players/t/turcoda01.html,1,26,2,-3,Darren Turcotte,11.9,1996,32,0,59,134
23,0,7,29,,1.7,3.7,4,,6,D,5.4,17,WIN,/players/m/mansoda01.html,0,205,3,8,Dave Manson,3.7,1996,30,0,82,189
25,0,5,31,,2.3,1.1,3,,16,D,3.4,9,WIN,/players/m/macivno01.html,0,26,2,-6,Norm Maciver,10.2,1996,30,0,39,49
14,3,14,28,,0.6,0.4,12,,1,C,1.0,13,WIN,/players/e/eastwmi01.html,0,20,2,-14,Mike Eastwood,14.9,1996,28,0,80,94
14,0,10,29,,0.7,0.5,6,,0,C,1.2,14,WIN,/players/s/staplmi01.html,0,37,3,-4,Mike Stapleton,11.0,1996,24,1,58,91
