shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,C,17.6,36,267,37,0,23,4,47,53,Dale Hawerchuk,9.1,1.2,100,10,52,,80,3,7.9,17,/players/h/hawerda01.html
0,,RW,20.6,34,155,22,0,28,6,32,42,Paul MacLean,6.5,1.3,74,10,75,,72,12,5.2,8,/players/m/maclepa01.html
0,,LW,10.3,24,185,12,0,24,4,19,32,Brian Mullen,3.5,0.9,51,7,20,,69,-2,2.6,8,/players/m/mullebr01.html
3,,C,11.9,22,143,11,1,26,1,17,33,Thomas Steen,3.4,1.2,50,3,59,,75,7,2.1,10,/players/s/steenth01.html
1,,LW,15.4,20,175,25,1,26,4,27,21,Gilles Hamel,3.8,1.2,48,1,24,,79,3,2.6,0,/players/h/hamelgi01.html
0,,D,8.2,21,159,8,1,22,2,13,31,Dave Ellett,8.1,5.4,44,5,53,,78,19,2.7,9,/players/e/elletda01.html
0,,D,2.1,25,193,3,1,29,0,4,40,Mario Marois,6.3,4.3,44,1,106,,79,-1,2.0,14,/players/m/maroima01.html
2,,LW,18.9,17,132,23,0,29,4,25,18,Doug Smail,3.7,1.6,43,0,36,,78,18,2.1,1,/players/s/smaildo01.html
0,,D,9.3,16,172,11,0,30,4,16,26,Randy Carlyle,6.5,3.6,42,5,93,,71,-6,2.9,10,/players/c/carlyra01.html
1,,C,10.6,19,161,15,0,26,2,17,24,Laurie Boschman,1.9,0.6,41,1,152,,80,-17,1.3,5,/players/b/boschla01.html
0,,RW,13.4,17,134,13,0,27,2,18,18,Ray Neufeld,1.7,0.8,36,5,105,,80,-13,1.0,1,/players/n/neufera01.html
0,,D,5.9,19,119,6,1,20,2,7,29,Fredrik Olausson,5.6,3.8,36,1,24,,72,-3,1.8,9,/players/o/olausfr01.html
1,,RW,12.9,19,85,9,0,22,0,11,21,Andrew McBain,1.6,1.2,32,1,106,,71,6,0.5,2,/players/m/mcbaian01.html
0,,D,6.8,12,44,3,1,27,0,3,13,Tim Watters,3.9,3.8,16,0,119,,63,5,0.1,0,/players/w/watteti01.html
0,,C,3.9,10,76,3,3,30,0,3,13,Ron Wilson,-0.3,1.4,16,0,13,,80,10,-1.7,0,/players/w/wilsoro03.html
0,,D,8.1,4,62,5,1,22,1,5,5,Jim Kyte,3.9,4.2,10,0,162,,72,4,-0.3,0,/players/k/kyteji01.html
0,,D,5.1,8,39,2,0,21,0,2,8,Brad Berry,3.1,3.2,10,0,60,,52,6,-0.2,0,/players/b/berrybr01.html
0,,C,11.5,6,26,2,0,28,1,3,6,Bill Derlago,0.1,0.3,9,1,12,,30,-3,-0.3,0,/players/d/derlabi01.html
0,,RW,2.8,6,36,1,0,23,0,1,8,Hannu Jarvenpaa,0.1,0.2,9,0,8,,20,-4,0.0,2,/players/j/jarveha01.html
0,,RW,25.0,3,12,2,1,28,2,3,4,Jim Nill,-0.1,0.5,7,1,52,,36,1,-0.6,0,/players/n/nillji01.html
0,,LW,3.4,4,29,1,0,27,0,1,5,Perry Turnbull,-0.2,0.3,6,0,44,,26,-2,-0.5,1,/players/t/turnbpe01.html
0,,LW,8.7,3,23,2,0,24,1,2,3,Steve Rooney,-0.3,0.3,5,0,57,,30,-4,-0.6,0,/players/r/roonest01.html
0,,LW,14.3,1,7,1,0,23,0,1,2,Iain Duncan,0.2,0.1,3,0,0,,6,1,0.1,1,/players/d/duncaia01.html
0,,LW,12.5,0,8,1,0,21,0,1,0,Brad Jones,0.1,0.1,1,0,0,,4,2,0.0,0,/players/j/jonesbr01.html
0,,LW,50.0,0,2,1,0,22,0,1,0,Tom Martin,-0.1,0.2,1,0,49,,11,1,-0.3,0,/players/m/martito02.html
0,,LW,0.0,1,1,0,0,22,0,0,1,Joel Baillargeon,-0.3,0.1,1,0,15,,11,-3,-0.4,0,/players/b/bailljo01.html
0,,LW,,1,0,0,0,18,0,0,1,Craig Endean,0.1,0.1,1,0,0,,2,1,0.0,0,/players/e/endeacr01.html
0,,G,,0,0,0,0,21,0,0,0,Daniel Berthiaume,4.7,0.0,0,0,2,,31,0,0.0,0,/players/b/berthda01.html
0,,RW,0.0,0,3,0,0,20,0,0,0,Peter Douris,-0.2,0.1,0,0,0,,6,-1,-0.2,0,/players/d/douripe01.html
0,,C,0.0,0,3,0,0,23,0,0,0,Randy Gilhen,-0.1,0.0,0,0,0,,2,-2,-0.1,0,/players/g/gilhera01.html
0,,G,,0,0,0,0,25,0,0,0,Steve Penney,0.0,0.0,0,0,7,,7,0,0.0,0,/players/p/pennest01.html
0,,G,,0,0,0,0,22,0,0,0,Pokey Reddick,7.0,0.0,0,0,8,,48,0,0.0,0,/players/r/reddipo01.html
0,,D,0.0,0,2,0,0,23,0,0,0,Peter Taglianetti,-0.1,-0.1,0,0,12,,3,-4,-0.1,0,/players/t/taglipe01.html
