year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1969-70,19,0,2,0,0,OHA-Jr.,7,Ottawa 67\'s,0
1970-71,20,20,139,24,0,IHL,71,Johnstown Jets,44
1971-72,21,5,33,10,0,AUAA,18,St. Mary\'s Huskies,15
1972-73,22,6,66,15,0,AUAA,21,St. Mary\'s Huskies,21
1973-74,23,4,15,11,0,AUAA,17,St. Mary\'s Huskies,15
1974-75,24,4,48,19,0,AUAA,18,St. Mary\'s Huskies,23
1975-76,25,7,117,20,0,CHL,74,Oklahoma City Blazers,27
1976-77,26,26,75,19,0,CHL,69,Dallas Black Hawks,45
1977-78,27,5,62,14,0,CHL,61,Dallas Black Hawks,19
1978-79,28,10,52,14,0,AHL,80,New Brunswick Hawks,24
1979-80,29,8,35,6,0,AHL,61,New Brunswick Hawks,14
