shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0,0,2003-04,0,0,13,0,0,0,0,0,0,0,0,MTL,0,0,0,20,0,NHL,0,0,6:18,0,2,0,0,[],0
15.5,0,2005-06,26,10,1153,0,0,0,148,5,13,-1,15,MTL,23,0,0,22,3,NHL,3,0,14:25,0,80,0,38,"[{'link': '/awards/voting-2006.html#calder', 'name': 'Calder-11'}]",7
13.8,0,2006-07,26,9,1092,0,0,0,159,7,11,-11,16,MTL,22,0,0,23,3,NHL,3,0,17:54,0,61,0,38,"[{'link': '/awards/voting-2007.html#byng', 'name': 'Byng-68'}]",8
11.2,40,2007-08,22,11,1472,1,18,399,241,13,15,0,25,MTL,27,50,35.5,24,5,NHL,0,65,17:57,76,82,22,52,[],12
7.9,28,2008-09,22,9,969,0,20,263,151,2,8,-1,11,MTL,12,40,50.9,25,1,NHL,2,39,17:00,79,57,29,23,[],2
4.8,41,2009-10,32,8,1175,0,14,277,165,1,8,-9,9,TOT,8,43,39.7,26,1,NHL,0,44,17:33,128,67,27,17,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-54'}]",0
4.4,37,2009-10,32,7,985,0,13,229,137,1,6,-9,8,NYR,6,33,41.3,26,1,NHL,0,40,17:55,111,55,26,14,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-54'}]",0
7.1,4,2009-10,0,1,190,0,1,48,28,0,2,0,1,CGY,2,10,20.0,26,0,NHL,0,4,15:52,17,12,1,3,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-54'}]",0
8.1,44,2010-11,16,14,1011,1,12,257,160,0,12,5,15,TOT,13,40,48.2,27,0,NHL,0,36,16:18,80,62,41,28,[],1
8.7,35,2010-11,10,11,799,1,11,199,126,0,11,5,12,FLA,11,32,46.2,27,0,NHL,0,31,16:39,62,48,30,23,[],0
5.9,9,2010-11,6,3,212,0,1,58,34,0,1,0,3,VAN,2,8,55.0,27,0,NHL,0,5,15:07,18,14,11,5,[],1
10.9,18,2011-12,16,18,1158,0,16,251,165,7,16,11,25,VAN,18,50,40.0,28,4,NHL,1,29,16:19,61,71,12,43,"[{'link': '/awards/voting-2012.html#byng', 'name': 'Byng-35'}]",1
13.0,58,2012-13,10,5,673,0,12,131,77,0,10,-4,5,VAN,10,36,36.3,29,1,NHL,0,22,16:25,46,41,33,15,[],0
7.9,21,2013-14,30,20,1496,1,23,347,216,1,15,-14,22,VAN,17,31,44.7,30,4,NHL,0,45,19:10,98,78,17,39,[],2
7.0,6,2014-15,16,22,1216,0,19,283,171,2,9,8,24,VAN,12,28,33.3,31,1,NHL,0,34,15:47,73,77,3,36,[],3
5.9,2,2015-16,4,1,455,0,8,86,51,0,2,-14,1,VAN,3,7,33.3,32,0,NHL,1,18,13:47,15,33,1,4,[],0
