year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1953-54,17,1,2,0,0,SJHL,5,Humboldt Indians,1
1954-55,18,0,4,1,0,SJHL,10,Humboldt Indians,1
1954-55,18,0,4,0,0,M-Cup,4,Humboldt Indians,0
1955-56,19,2,8,3,0,SJHL,5,Humboldt Indians,5
1955-56,19,0,0,0,0,WHL,4,Victoria Cougars,0
1956-57,20,0,2,0,0,WHL,3,Victoria Cougars,0
1957-58,21,3,12,1,0,AHL,13,Springfield Indians,4
1960-61,24,6,22,7,0,WHL,14,Portland Buckaroos,13
1963-64,27,1,16,1,0,AHL,3,Providence Reds,2
1964-65,28,2,6,1,0,WHL,10,Portland Buckaroos,3
1965-66,29,0,6,0,0,WHL,3,Portland Buckaroos,0
1966-67,30,0,0,0,0,WHL,4,Portland Buckaroos,0
1967-68,31,1,8,0,0,WHL,11,Portland Buckaroos,1
1968-69,32,0,2,0,0,WHL,9,Portland Buckaroos,0
1969-70,33,0,12,2,0,WHL,11,Portland Buckaroos,2
1970-71,34,3,6,3,0,WHL,11,Portland Buckaroos,6
1971-72,35,0,6,0,0,WHL,6,Portland Buckaroos,0
