even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,3,BOS,0,0,19,0,30,NHL,0,11,111,2012-13,7,0.0,,0,3,0
1,5,BOS,2,14,20,1,56,NHL,0,23,229,2013-14,12,8.7,,1,7,1
0,1,CGY,0,8,23,0,27,NHL,0,10,89,2016-17,4,0.0,,0,1,-3
